local;cod;quant;dicofre
União das freguesias de Ferradosa e Sendim da Serra;11E040123;2;040123
União das freguesias de Gebelim e Soeima;11E040124;2;040124
União das freguesias de Parada e Sendim da Ribeira;11E040125;2;040125
União das freguesias de Pombal e Vales;11E040126;2;040126
Vilares de Vilariça;11E040120;2;040120
Amendoeira;11E040502;2;040502
Cortiços;11E040510;2;040510
Ferreira;11E040514;2;040514
União das freguesias de Castelãos e Vilar do Monte;11E040541;2;040541
União das freguesias de Talhinhas e Bagueixe;11E040544;2;040544
Vale Benfeito;11E040532;2;040532
Vale da Porca;11E040533;2;040533
Vinhas;11E040538;2;040538
Palaçoulo;11E040609;2;040609
Abreiro;11E040702;2;040702
Suçães;11E040729;2;040729
Bemposta;11E040802;2;040802
União das freguesias de Remondes e Soutelo;11E040831;2;040831
União das freguesias de Valtorno e Mourão;11E041022;2;041022
Agrochão;11E041201;2;041201
União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;16B110118;2;110118
Arruda dos Vinhos;16B110202;2;110202
União das freguesias do Bombarral e Vale Covo;16B100506;2;100506
Vidais;16B100615;2;100615
União das freguesias de São Bartolomeu dos Galegos e Moledo;16B110814;2;110814
Vimeiro;16B110808;2;110808
Olho Marinho;16B101203;2;101203
Sobral de Monte Agraço;16B111203;2;111203
Gafanha da Nazaré;16D011006;2;011006
Maceda;16D011504;2;011504
União das freguesias de Trouxemil e Torre de Vilela;16E060341;2;060341
Furadouro;16E060407;2;060407
União das freguesias de Vila Seca e Bem da Fé;16E060413;2;060413
Carapelhos;16E060803;2;060803
Santo Varão;16E061009;2;061009
Aldeia das Dez;16E061101;2;061101
União das freguesias de Oliveira do Hospital e São Paio de Gramaços;16E061124;2;061124
Espinhal;16E061402;2;061402
Podentes;16E061403;2;061403
União das freguesias de Degracias e Pombalinho;16E061513;2;061513
União das freguesias de Gesteira e Brunhós;16E061514;2;061514
Candosa;16E061602;2;061602
Póvoa de Midões;16E061611;2;061611
São João da Boa Vista;16E061612;2;061612
Avelar;16F100303;2;100303
Chão de Couce;16F100304;2;100304
Alqueidão da Serra;16F101602;2;101602
União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;16G180620;2;180620
União das freguesias de Carvalhal Redondo e Aguieira;16G180910;2;180910
Fragosela;16G182315;2;182315
Mundão;16G182318;2;182318
Repeses e São Salvador;16G182339;2;182339
Fornelo do Monte;16G182407;2;182407
Monforte da Beira;16H050216;2;050216
Cambas;16H050603;2;050603
Sobral;16H050611;2;050611
Aranhas;16H050704;2;050704
São Pedro do Esteval;16H050805;2;050805
Fratel;16H051101;2;051101
Perais;16H051102;2;051102
Mouriscas;16I140106;2;140106
Serra de Santo António;16I140209;2;140209
Beco;16I141103;2;141103
Chãos;16I141104;2;141104
Amêndoa;16I141302;2;141302
Atouguia;16I142102;2;142102
Caxarias;16I142104;2;142104
Nossa Senhora da Piedade;16I142115;2;142115
Urqueira;16I142114;2;142114
Carregueiros;16I141804;2;141804
Riachos;16I141910;2;141910
União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);16I141920;2;141920
Freineda;16J090209;2;090209
Malhada Sorda;16J090213;2;090213
Casas do Soeiro;16J090322;2;090322
Lajeosa do Mondego;16J090307;2;090307
Maçal do Chão;16J090309;2;090309
União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;16J090325;2;090325
União das freguesias de Rapa e Cadafaz;16J090326;2;090326
União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;16J090421;2;090421
União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;16J090518;2;090518
Telhado;16J050427;2;050427
União das freguesias de Póvoa de Atalaia e Atalaia do Campo;16J050435;2;050435
Arrifana;16J090706;2;090706
Avelãs da Ribeira;16J090708;2;090708
Benespera;16J090709;2;090709
Fernão Joanes;16J090718;2;090718
Gonçalo;16J090757;2;090757
João Antão;16J090722;2;090722
Meios;16J090725;2;090725
Sobral da Serra;16J090744;2;090744
União de freguesias de Avelãs de Ambom e Rocamondo;16J090761;2;090761
União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;16J090763;2;090763
Rabaçal;16J090914;2;090914
Agregação das freguesias Sul de Pinhel;16J091028;2;091028
Alverca da Beira/Bouça Cova;16J091029;2;091029
Freixedas;16J091010;2;091010
Lamegal;16J091012;2;091012
Lameiras;16J091013;2;091013
Águas Belas;16J091101;2;091101
Aldeia Velha;16J091106;2;091106
Bismula;16J091111;2;091111
Rebolosa;16J091126;2;091126
Vila do Touro;16J091139;2;091139
União das freguesias de Sameice e Santa Eulália;16J091231;2;091231
União das freguesias de Torrozelo e Folhadosa;16J091234;2;091234
Guilheiro;16J091310;2;091310
Tamanhos;16J091321;2;091321
Valdujo;16J091325;2;091325
Almada;1701503;2;701503
Costa da Caparica;170150303;2;150303
Cascais;1701105;2;701105
União das freguesias de Santo Antão e São Julião do Tojal;170110729;2;110729
União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;170110919;2;110919
Alhos Vedros;170150601;2;150601
Seixal;1701510;2;701510
União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);170111128;2;111128
Comporta;181150106;2;150106
Porto Covo;181151302;2;151302
Benfica do Ribatejo;185140302;2;140302
Raposa;185140304;2;140304
Santo Estêvão;185140503;2;140503
Golegã;1851412;2;851412
Golegã;185141202;2;141202
Arneiro das Milhariças;185141608;2;141608
Esperança;186120202;2;120202
Santo António das Areias;186121003;2;121003
Santo Aleixo;186121103;2;121103
Sousel;1861215;2;861215
Igrejinha;187070202;2;070202
Reguengos de Monsaraz;187071104;2;071104
Pardais;187071404;2;071404
Albufeira e Olhos de Água;150080106;2;080106
Paderne;150080103;2;080103
União das freguesias de Faro (Sé e São Pedro);150080508;2;080508
Alvor;150081101;2;081101
Santa Luzia;150081408;2;081408
Aboim das Choças;111160101;1;160101
Cabreiro;111160106;1;160106
Couto;111160109;1;160109
Gondoriz;111160115;1;160115
Jolda (São Paio);111160142;1;160142
Monte Redondo;111160122;1;160122
Senharei;111160144;1;160144
Soajo;111160146;1;160146
União das freguesias de Grade e Carralcova;111160156;1;160156
União das freguesias de Portela e Extremo;111160160;1;160160
Vila Praia de Âncora;111160217;1;160217
União das freguesias de Chaviães e Paços;111160320;1;160320
União das freguesias de Prado e Remoães;111160322;1;160322
União das freguesias de Vila e Roussas;111160323;1;160323
Bela;111160406;1;160406
Cambeses;111160407;1;160407
Pias;111160420;1;160420
Podame;111160422;1;160422
União das freguesias de Anhões e Luzio;111160434;1;160434
União das freguesias de Ceivães e Badim;111160435;1;160435
União das freguesias de Monção e Troviscoso;111160438;1;160438
União das freguesias de Troporiz e Lapela;111160440;1;160440
Padornelo;111160514;1;160514
Romarigães;111160519;1;160519
Vascões;111160521;1;160521
Boivães;111160602;1;160602
Britelo;111160604;1;160604
Cuide de Vila Verde;111160606;1;160606
Lavradas;111160611;1;160611
União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;111160628;1;160628
Vade (São Tomé);111160624;1;160624
Arcozelo;111160704;1;160704
Bertiandos;111160708;1;160708
Facha;111160718;1;160718
Feitosa;111160719;1;160719
Labrujó, Rendufe e Vilar do Monte;111160759;1;160759
São Pedro d'Arcos;111160703;1;160703
Vitorino das Donas;111160750;1;160750
União das freguesias de Gandra e Taião;111160817;1;160817
União das freguesias de Gondomil e Sanfins;111160818;1;160818
Areosa;111160905;1;160905
Mentrestido;111161009;1;161009
Sapardos;111161012;1;161012
Sopo;111161013;1;161013
União das freguesias de Candemil e Gondar;111161017;1;161017
Bouro (Santa Maria);112030119;1;030119
Bouro (Santa Marta);112030120;1;030120
Caires;112030105;1;030105
Lago;112030113;1;030113
União das freguesias de Amares e Figueiredo;112030125;1;030125
União das freguesias de Torre e Portela;112030128;1;030128
Adães;112030203;1;030203
Alvelos;112030208;1;030208
Cossourado;112030224;1;030224
Gilmonde;112030237;1;030237
Moure;112030252;1;030252
Oliveira;112030254;1;030254
Perelhal;112030260;1;030260
Rio Covo (Santa Eugénia);112030265;1;030265
Roriz;112030264;1;030264
Ucha;112030282;1;030282
União das freguesias de Alvito (São Pedro e São Martinho) e Couto;112030291;1;030291
União das freguesias de Areias de Vilar e Encourados;112030292;1;030292
União das freguesias de Campo e Tamel (São Pedro Fins);112030294;1;030294
União das freguesias de Carreira e Fonte Coberta;112030295;1;030295
União das freguesias de Creixomil e Mariz;112030297;1;030297
União das freguesias de Durrães e Tregosa;112030298;1;030298
União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;1120302FF;1;0302FF
União das freguesias de Vila Cova e Feitos;1120302FH;1;0302FH
Figueiredo;112030315;1;030315
Padim da Graça;112030330;1;030330
Tebosa;112030357;1;030357
União das freguesias de Morreira e Trandeiras;112030376;1;030376
União das freguesias de Nogueira, Fraião e Lamaçães;112030377;1;030377
Covide;112031008;1;031008
Gondoriz;112031009;1;031009
Moure;112031328;1;031328
Parada de Gatim;112031331;1;031331
União das freguesias de Escariz (São Mamede) e Escariz (São Martinho);112031362;1;031362
Estorãos;119030708;1;030708
Golães;119030714;1;030714
Medelo;119030716;1;030716
Ribeiros;119030725;1;030725
União de freguesias de Freitas e Vila Cova;119030742;1;030742
Aldão;119030801;1;030801
Azurém;119030804;1;030804
Brito;119030807;1;030807
Costa;119030812;1;030812
Infantas;119030824;1;030824
Mesão Frio;119030830;1;030830
Moreira de Cónegos;119030831;1;030831
Pinheiro;119030836;1;030836
Polvoreira;119030837;1;030837
Selho (São Cristóvão);119030850;1;030850
Serzedelo;119030866;1;030866
União das freguesias de Airão Santa Maria, Airão São João e Vermil;119030876;1;030876
União das freguesias de Serzedo e Calvos;119030889;1;030889
Covelas;119030906;1;030906
Garfe;119030913;1;030913
Lanhoso;119030915;1;030915
Monsul;119030917;1;030917
União das freguesias de Águas Santas e Moure;119030930;1;030930
Parada de Bouro;119031111;1;031111
Salamonde;119031115;1;031115
Delães;119031213;1;031213
Gavião;119031216;1;031216
Joane;119031219;1;031219
Lousado;119031224;1;031224
Mogege;119031225;1;031225
Oliveira (Santa Maria);119031239;1;031239
Pousada de Saramagos;119031232;1;031232
União das freguesias de Antas e Abade de Vermoim;119031250;1;031250
União das freguesias de Lemenhe, Mouquim e Jesufrei;119031256;1;031256
União das freguesias de Ruivães e Novais;119031257;1;031257
União das freguesias de Vila Nova de Famalicão e Calendário;119031260;1;031260
Vermoim;119031247;1;031247
União das freguesias de Caldas de Vizela (São Miguel e São João);119031408;1;031408
Vizela (Santo Adrião);119031406;1;031406
União das freguesias de Anta e Guetim;11A010706;1;010706
Rio Tinto;11A130408;1;130408
Milheirós;11A130608;1;130608
São Pedro Fins;11A130613;1;130613
Carregosa;11A011301;1;011301
Cesar;11A011302;1;011302
São Roque;11A011318;1;011318
Lordelo;11A131013;1;131013
Porto;11A1312;1;1A1312
Campanhã;11A131203;1;131203
União das freguesias de Lordelo do Ouro e Massarelos;11A131218;1;131218
Fiães;11A010907;1;010907
Milheirós de Poiares;11A010914;1;010914
Paços de Brandão;11A010919;1;010919
Sanguedo;11A010924;1;010924
Rebordões;11A131416;1;131416
São João da Madeira;11A0116;1;1A0116
São João da Madeira;11A011601;1;011601
Muro;11A131808;1;131808
Valongo;11A131505;1;131505
Gião;11A131610;1;131610
Mindelo;11A131616;1;131616
União das freguesias de Retorta e Tougues;11A131634;1;131634
União das freguesias de Touguinha e Touguinhó;11A131636;1;131636
Vila Chã;11A131627;1;131627
Vila do Conde;11A131628;1;131628
Canidelo;11A131704;1;131704
Madalena;11A131709;1;131709
Oliveira do Douro;11A131712;1;131712
União das freguesias de Gulpilhares e Valadares;11A131726;1;131726
Vilar de Andorinho;11A131723;1;131723
Santa Maria Maior;11B170350;1;170350
União das freguesias de Santa Cruz/Trindade e Sanjurge;11B170358;1;170358
Canaveses;11B171206;1;171206
Fornos do Pinhal;11B171211;1;171211
Santa Valha;11B171220;1;171220
Bragado;11B171304;1;171304
Candemil;11C130107;1;130107
Lomba;11C130119;1;130119
Padronelo;11C130126;1;130126
União das freguesias de Bustelo, Carneiro e Carvalho de Rei;11C130143;1;130143
Vila Caiz;11C130138;1;130138
Grilo;11C130207;1;130207
Moreira do Castelo;11C030515;1;030515
Penacova;11C130313;1;130313
Regilde;11C130318;1;130318
Revinhade;11C130319;1;130319
União das freguesias de Figueiras e Covas;11C130529;1;130529
Banho e Carvalhosa;11C130704;1;130704
Bem Viver;11C130734;1;130734
Constance;11C130705;1;130705
Eiriz;11C130904;1;130904
Raimonda;11C130914;1;130914
Seroa;11C130916;1;130916
Castelões;11C131107;1;131107
Eja;11C131110;1;131110
Recezinhos (São Mamede);11C131132;1;131132
Barrô;11C181302;1;181302
São João de Fontoura;11C181313;1;181313
Alijó;11D170101;1;170101
Santa Eugénia;11D170113;1;170113
São Mamede de Ribatua;11D170114;1;170114
Vilar de Maçada;11D170118;1;170118
Fontelo;11D180107;1;180107
Queimada;11D180109;1;180109
Queimadela;11D180110;1;180110
Santa Cruz;11D180111;1;180111
União das freguesias de Aricera e Goujoim;11D180121;1;180121
Parambos;11D040311;1;040311
Pinhal do Norte;11D040313;1;040313
Seixo de Ansiães;11D040316;1;040316
União das freguesias de Cepões, Meijinhos e Melcões;11D180527;1;180527
União das freguesias de Parada do Bispo e Valdigem;11D180528;1;180528
Cabaços;11D180706;1;180706
União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;11D180722;1;180722
Fiolhoso;11D170703;1;170703
Beselga;11D181202;1;181202
União das freguesias de Antas e Ourozinho;11D181210;1;181210
Loureiro;11D170805;1;170805
Sedielos;11D170809;1;170809
União das freguesias de Moura Morta e Vinhós;11D170814;1;170814
Covas do Douro;11D171002;1;171002
Parada de Pinhão;11D171005;1;171005
Sabrosa;11D171009;1;171009
Torre do Pinhão;11D171014;1;171014
Santa Marta de Penaguião;11D1711;1;1D1711
Cumieira;11D171102;1;171102
Riodades;11D181507;1;181507
Faia;11D181806;1;181806
Granjal;11D181810;1;181810
Lamosa;11D181811;1;181811
Vila da Ponte;11D181817;1;181817
Longa;11D181908;1;181908
União das freguesias de Barcos e Santa Leocádia;11D181918;1;181918
União das freguesias de Távora e Pereiro;11D181921;1;181921
Várzea da Serra;11D182009;1;182009
Açoreira;11D040901;1;040901
Horta da Vilariça;11D040909;1;040909
Cedovim;11D091403;1;091403
Abaças;11D171401;1;171401
Arroios;11D171404;1;171404
Parada de Cunhos;11D171420;1;171420
União das freguesias de Pena, Quintã e Vila Cova;11D171436;1;171436
Sambade;11E040111;1;040111
Gondesende;11E040217;1;040217
São Pedro de Sarracenos;11E040244;1;040244
Sortes.;11E040248;1;040248
Carrapatas;11E040507;1;040507
Grijó;11E040515;1;040515
União das freguesias de Podence e Santa Combinha;11E040543;1;040543
Abambres;11E040701;1;040701
Aguieiras;11E040703;1;040703
União das freguesias de Franco e Vila Boa;11E040741;1;040741
Castelo Branco;11E040807;1;040807
Peredo da Bemposta;11E040813;1;040813
São Martinho do Peso;11E040817;1;040817
Travanca;11E040820;1;040820
União das freguesias de Vilarinho dos Galegos e Ventozelo;11E040832;1;040832
Freixiel;11E041005;1;041005
União das freguesias de Caçarelhos e Angueira;11E041116;1;041116
Vilar Seco;11E041113;1;041113
Meca;16B110107;1;110107
Olhalvo;16B110108;1;110108
Pó;16B100505;1;100505
Roliça;16B100503;1;100503
Peral;16B110407;1;110407
Vilar;16B110410;1;110410
A dos Francos;16B100601;1;100601
Nadadouro;16B100608;1;100608
União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;16B100618;1;100618
Santa Maria, São Pedro e Sobral da Lagoa;16B101210;1;101210
Ferrel;16B101406;1;101406
Sapataria;16B111202;1;111202
Turcifal;16B111317;1;111317
Ventosa;16B111318;1;111318
Benfeita;16E060104;1;060104
Celavisa;16E060105;1;060105
Piódão;16E060111;1;060111
Pomares;16E060112;1;060112
União das freguesias de Cerdeira e Moura da Serra;16E060120;1;060120
União das freguesias de Vila Cova de Alva e Anseriz;16E060122;1;060122
Brasfemes;16E060309;1;060309
Torres do Mondego;16E060329;1;060329
Zambujal;16E060410;1;060410
Tavarede;16E060512;1;060512
Vila Verde;16E060513;1;060513
Pampilhosa;16E011106;1;011106
Alvoco das Várzeas;16E061102;1;061102
Avô;16E061103;1;061103
Bobadela;16E061104;1;061104
Fajão-Vidual;16E061211;1;061211
Pampilhosa da Serra;16E061206;1;061206
Carapinha;16E061603;1;061603
Vila Facaia;16F101303;1;101303
União das freguesias de Alvados e Alcaria;16F101615;1;101615
Parada;16G180206;1;180206
Almofala;16G180301;1;180301
Cujó;16G180305;1;180305
Cunha Baixa;16G180605;1;180605
Espinho;16G180606;1;180606
São João da Fresta;16G180616;1;180616
União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;16G180621;1;180621
Esmolfe;16G181103;1;181103
Trancozelos;16G181112;1;181112
Canas de Santa Maria;16G182103;1;182103
Ferreirós do Dão;16G182107;1;182107
Parada de Gonta;16G182116;1;182116
Campo;16G182306;1;182306
São Cipriano e Vil de Souto;16G182340;1;182340
Santo André das Tojeiras;16H050221;1;050221
São Vicente da Beira;16H050222;1;050222
Tinalhas;16H050225;1;050225
União das freguesias de Freixial e Juncal do Campo;16H050229;1;050229
São Miguel de Acha;16H050514;1;050514
Toulões;16H050516;1;050516
Álvaro;16H050601;1;050601
Isna;16H050605;1;050605
Madeirã;16H050606;1;050606
Orvalho;16H050609;1;050609
Sarnadas de São Simão;16H050610;1;050610
Vale da Senhora da Póvoa;16H050712;1;050712
Sarnadas de Ródão;16H051103;1;051103
União das freguesias de Alvega e Concavada;16I140122;1;140122
União das freguesias de São Facundo e Vale das Mós;16I140123;1;140123
União das freguesias de Alcanena e Vila Moreira;16I140211;1;140211
União das freguesias de Malhou, Louriceira e Espinheiro;16I140212;1;140212
Entroncamento;16I1410;1;6I1410
São João Baptista;16I141001;1;141001
Igreja Nova do Sobral;16I141107;1;141107
Ortiga;16I141307;1;141307
Sardoal;16I141703;1;141703
Olalhas;16I141808;1;141808
Sabacheira;16I141814;1;141814
União das freguesias de Além da Ribeira e Pedreira;16I141817;1;141817
União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;16I141821;1;141821
Chancelaria;16I141904;1;141904
Vila Nova da Barquinha;16I1420;1;6I1420
Praia do Ribatejo;16I142002;1;142002
Castelo Bom;16J090207;1;090207
Freixo;16J090210;1;090210
União das freguesias de Amoreira, Parada e Cabreira;16J090230;1;090230
União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;16J090232;1;090232
Vale da Mula;16J090227;1;090227
Cortes do Meio;16J050308;1;050308
Unhais da Serra;16J050325;1;050325
União das freguesias de Covilhã e Canhoso;16J050335;1;050335
Mata de Lobos;16J090410;1;090410
União das freguesias de Almofala e Escarigo;16J090419;1;090419
União das freguesias de Cinco Vilas e Reigada;16J090420;1;090420
Vermiosa;16J090415;1;090415
Algodres;16J090501;1;090501
Casal Vasco;16J090502;1;090502
Figueiró da Granja;16J090504;1;090504
Fornos de Algodres;16J090505;1;090505
Queiriz;16J090512;1;090512
Pêro Viseu;16J050421;1;050421
Souto da Casa;16J050426;1;050426
Paços da Serra;16J090613;1;090613
Ribamondego;16J090614;1;090614
São Paio;16J090617;1;090617
União das freguesias de Aldeias e Mangualde da Serra;16J090623;1;090623
União das freguesias de Rio Torto e Lagarinhos;16J090628;1;090628
Vila Cortês da Serra;16J090619;1;090619
Vila Franca da Serra;16J090620;1;090620
Aldeia do Bispo;16J090703;1;090703
Alvendre;16J090705;1;090705
Famalicão;16J090717;1;090717
Panoias de Cima;16J090728;1;090728
União de freguesias de Pousade e Albardo;16J090764;1;090764
União de freguesias de Rochoso e Monte Margarida;16J090765;1;090765
Vila Cortês do Mondego;16J090750;1;090750
Vila Franca do Deão;16J090752;1;090752
Manteigas (São Pedro);16J090803;1;090803
Sameiro;16J090801;1;090801
Vale de Amoreira;16J090804;1;090804
Marialva;16J090908;1;090908
Poço do Canto;16J090912;1;090912
Ranhados;16J090915;1;090915
Alto do Palurdo;16J091032;1;091032
Ervedosa;16J091009;1;091009
Manigoto;16J091014;1;091014
Vale do Massueime;16J091034;1;091034
Aldeia do Bispo;16J091102;1;091102
Malcata;16J091118;1;091118
Rapoula do Côa;16J091125;1;091125
Vila Boa;16J091138;1;091138
Sandomil;16J091212;1;091212
Santiago;16J091216;1;091216
União das freguesias de Tourais e Lajes;16J091235;1;091235
Cogula;16J091304;1;091304
Rio de Mel;16J091316;1;091316
União das freguesias de Vale do Seixo e Vila Garcia;16J091333;1;091333
União das freguesias de Carcavelos e Parede;170110507;1;110507
Lisboa;1701106;1;701106
Olivais;170110633;1;110633
Bucelas;170110702;1;110702
Loures;170110707;1;110707
Mafra;170110909;1;110909
União das freguesias de Gaio-Rosário e Sarilhos Pequenos;170150608;1;150608
Fernão Ferro;170151006;1;151006
União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;170151007;1;151007
Setúbal;1701512;1;701512
Gâmbia-Pontes-Alto da Guerra;170151207;1;151207
Algueirão-Mem Martins;170111102;1;111102
Rio de Mouro;170111108;1;111108
União das freguesias de Alverca do Ribatejo e Sobralinho;170111413;1;111413
Vialonga;170111408;1;111408
União das freguesias de Beja (Santiago Maior e São João Baptista);184020521;1;020521
Biscainho;185140907;1;140907
União das freguesias de Casével e Vaqueiros;185141631;1;141631
São João Baptista;186120504;1;120504
Caia, São Pedro e Alcáçova;186120713;1;120713
São Brás e São Lourenço;186120707;1;120707
Tolosa;186121210;1;121210
União das freguesias de Arez e Amieira do Tejo;186121211;1;121211
União das freguesias de Reguengo e São Julião;186121412;1;121412
Casa Branca;186121502;1;121502
Sousel;186121504;1;121504
Luz;187070802;1;070802
Ferreiras;150080104;1;080104
União das freguesias de Moncarapacho e Fuseta;150081006;1;081006
Portimão;150081103;1;081103
União das freguesias de Alcantarilha e Pêra;150081309;1;081309
Sagres;150081504;1;081504
Cabana Maior;111160105;0;160105
Cendufe;111160108;0;160108
Paçô;111160124;0;160124
Padroso;111160125;0;160125
União das freguesias de Arcos de Valdevez (São Paio) e Giela;111160153;0;160153
União das freguesias de Eiras e Mei;111160155;0;160155
União das freguesias de Souto e Tabaçô;111160162;0;160162
Argela;111160205;0;160205
Lanhelas;111160211;0;160211
Seixas;111160215;0;160215
Vile;111160220;0;160220
Cousso;111160304;0;160304
Cristoval;111160305;0;160305
Penso;111160313;0;160313
Abedim;111160401;0;160401
Barroças e Taias;111160405;0;160405
Moreira;111160418;0;160418
Pinheiros;111160421;0;160421
Portela;111160423;0;160423
Segude;111160427;0;160427
Castanheira;111160503;0;160503
Bravães;111160603;0;160603
Lindoso;111160612;0;160612
Nogueira;111160613;0;160613
União das freguesias de Touvedo (São Lourenço e Salvador);111160629;0;160629
Bárrio e Cepões;111160755;0;160755
Boalhosa;111160709;0;160709
Brandara;111160710;0;160710
Labruja;111160729;0;160729
Santa Cruz do Lima;111160743;0;160743
Friestas;111160806;0;160806
São Pedro da Torre;111160812;0;160812
Verdoejo;111160816;0;160816
Afife;111160901;0;160901
Carreço;111160908;0;160908
União das freguesias de Torre e Vila Mou;111160947;0;160947
Loivo;111161007;0;161007
União das freguesias de Vila Nova de Cerveira e Lovelhe;111161019;0;161019
Bico;112030104;0;030104
Fiscal;112030111;0;030111
Aborim;112030202;0;030202
Airó;112030205;0;030205
Arcozelo;112030209;0;030209
Areias;112030210;0;030210
Balugães;112030212;0;030212
Barcelinhos;112030213;0;030213
Cambeses;112030216;0;030216
Carvalhal;112030220;0;030220
Carvalhas;112030221;0;030221
Galegos (Santa Maria);112030268;0;030268
Galegos (São Martinho);112030272;0;030272
Lama;112030242;0;030242
Lijó;112030243;0;030243
Manhente;112030245;0;030245
Pereira;112030259;0;030259
Remelhe;112030263;0;030263
Silva;112030279;0;030279
Tamel (São Veríssimo);112030277;0;030277
União das freguesias de Alheira e Igreja Nova;112030290;0;030290
União das freguesias de Gamil e Midões;112030299;0;030299
Várzea;112030283;0;030283
Gualtar;112030319;0;030319
Tadim;112030356;0;030356
União das freguesias de Braga (Maximinos, Sé e Cividade);112030364;0;030364
União das freguesias de Nogueiró e Tenões;112030378;0;030378
União das freguesias de Santa Lucrécia de Algeriz e Navarra;112030380;0;030380
Carvalheira;112031004;0;031004
Gême;112031317;0;031317
Lanhas;112031324;0;031324
Loureira;112031325;0;031325
Sabariz;112031340;0;031340
Arões (Santa Cristina);119030726;0;030726
Creixomil;119030813;0;030813
Gondar;119030821;0;030821
Longos;119030827;0;030827
União das freguesias de Briteiros Santo Estêvão e Donim;119030879;0;030879
Urgezes;119030871;0;030871
Santo Emilião;119030922;0;030922
Taíde;119030926;0;030926
Tabuaças;119031118;0;031118
União das freguesias de Anissó e Soutelo;119031122;0;031122
Bairro;119031204;0;031204
Castelões;119031210;0;031210
Cruz;119031212;0;031212
Nine;119031227;0;031227
Oliveira (São Mateus);119031242;0;031242
Requião;119031233;0;031233
Riba de Ave;119031234;0;031234
União das freguesias de Avidos e Lagoa;119031252;0;031252
União das freguesias de Carreira e Bente;119031253;0;031253
União das freguesias de Seide;119031258;0;031258
Infias;119031404;0;031404
Várzea;11A010420;0;010420
Paramos;11A010704;0;010704
Águas Santas;11A130601;0;130601
Pedrouços;11A130617;0;130617
União das freguesias de Matosinhos e Leça da Palmeira;11A130812;0;130812
Macieira de Sarnes;11A011305;0;011305
Parada de Todeia;11A131017;0;131017
Paranhos;11A131210;0;131210
Ramalde;11A131211;0;131211
União das freguesias de Aldoar, Foz do Douro e Nevogilde;11A131216;0;131216
Rates;11A131311;0;131311
União das freguesias da Póvoa de Varzim, Beiriz e Argivai;11A131315;0;131315
União das freguesias de Aguçadoura e Navais;11A131314;0;131314
União das freguesias de Aver-o-Mar, Amorim e Terroso;11A131313;0;131313
Fornos;11A010908;0;010908
Mozelos;11A010916;0;010916
Nogueira da Regedoura;11A010917;0;010917
São Paio de Oleiros;11A010918;0;010918
Agrela;11A131401;0;131401
Aves;11A131405;0;131405
Ermesinde;11A131503;0;131503
Árvore;11A131602;0;131602
Aveleda;11A131603;0;131603
Fajozes;11A131607;0;131607
Modivas;11A131617;0;131617
União das freguesias de Malta e Canidelo;11A131633;0;131633
União das freguesias de Vilar e Mosteiró;11A131637;0;131637
Arcozelo;11A131701;0;131701
São Félix da Marinha;11A131717;0;131717
União das freguesias de Calvão e Soutelinho da Raia;11B170356;0;170356
Vila da Ponte;11B170635;0;170635
Possacos;11B171216;0;171216
Valpaços e Sanfins;11B171236;0;171236
Sabroso de Aguiar;11B171317;0;171317
Soutelo de Aguiar;11B171310;0;171310
Fridão;11C130115;0;130115
Jazente;11C130118;0;130118
Louredo;11C130120;0;130120
Rebordelo;11C130128;0;130128
Frende;11C130204;0;130204
Codeçoso;11C030508;0;030508
Pinheiro;11C130314;0;130314
Sendim;11C130324;0;130324
Sousela;11C130524;0;130524
União das freguesias de Nespereira e Casais;11C130531;0;130531
Sobretâmega;11C130723;0;130723
Rio Mau;11C131138;0;131138
Favaios;11D170107;0;170107
Pinhão;11D170109;0;170109
União das freguesias de Carlão e Amieiro;11D170120;0;170120
União das freguesias de Castedo e Cotas;11D170121;0;170121
União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;11D170123;0;170123
Vila Chã;11D170116;0;170116
Aldeias;11D180101;0;180101
Armamar;11D180120;0;180120
Cimbres;11D180104;0;180104
Folgosa;11D180106;0;180106
União das freguesias de São Romão e Santiago;11D180122;0;180122
União das freguesias de Vila Seca e Santo Adrião;11D180123;0;180123
Vacalar;11D180118;0;180118
Fonte Longa;11D040306;0;040306
Linhares;11D040308;0;040308
Marzagão;11D040309;0;040309
