local;cod;quant;dicofre
União das freguesias de Belver e Mogo de Malta;11D040321;0;040321
União das freguesias de Castanheiro do Norte e Ribalonga;11D040322;0;040322
União das freguesias de Lavandeira, Beira Grande e Selores;11D040323;0;040323
Vilarinho da Castanheira;11D040318;0;040318
Ligares;11D040404;0;040404
Poiares;11D040406;0;040406
Britiande;11D180504;0;180504
Cambres;11D180505;0;180505
Ferreirim;11D180507;0;180507
Ferreiros de Avões;11D180508;0;180508
Figueira;11D180509;0;180509
Samodães;11D180519;0;180519
Sande;11D180520;0;180520
Várzea de Abrunhais;11D180523;0;180523
Vila Nova de Souto d'El-Rei;11D180524;0;180524
Mesão Frio;11D1704;0;1D1704
Barqueiros;11D170401;0;170401
Cidadelhe;11D170402;0;170402
Mesão Frio (Santo André);11D170408;0;170408
Oliveira;11D170403;0;170403
Vila Marim;11D170407;0;170407
Arcozelos;11D180703;0;180703
Baldos;11D180705;0;180705
Castelo;11D180708;0;180708
Passô;11D180713;0;180713
Sever;11D180719;0;180719
União das freguesias de Paradinha e Nagosa;11D180721;0;180721
Vilar;11D180720;0;180720
Murça;11D170705;0;170705
Castainço;11D181203;0;181203
Fontelas;11D170802;0;170802
União das freguesias de Peso da Régua e Godim;11D170815;0;170815
União das freguesias de Poiares e Canelas;11D170816;0;170816
Vilarinho dos Freires;11D170810;0;170810
Celeirós;11D171001;0;171001
Gouvinhas;11D171004;0;171004
União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;11D171016;0;171016
Vilarinho de São Romão;11D171015;0;171015
Alvações do Corgo;11D171101;0;171101
Fontes;11D171103;0;171103
Medrões;11D171106;0;171106
Sever;11D171110;0;171110
União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;11D171111;0;171111
União das freguesias de Louredo e Fornelos;11D171112;0;171112
Castanheiro do Sul;11D181501;0;181501
Ervedosa do Douro;11D181502;0;181502
Nagozelo do Douro;11D181504;0;181504
Soutelo do Douro;11D181509;0;181509
União das freguesias de São João da Pesqueira e Várzea de Trevões;11D181515;0;181515
União das freguesias de Trevões e Espinhosa;11D181516;0;181516
União das freguesias de Vilarouco e Pereiros;11D181517;0;181517
Vale de Figueira;11D181511;0;181511
Valongo dos Azeites;11D181512;0;181512
União das freguesias de Ferreirim e Macieira;11D181818;0;181818
União das freguesias de Penso e Freixinho;11D181820;0;181820
Adorigo;11D181901;0;181901
Arcos;11D181902;0;181902
Chavães;11D181904;0;181904
Desejosa;11D181905;0;181905
Granja do Tedo;11D181906;0;181906
Tabuaço;11D181914;0;181914
União das freguesias de Pinheiros e Vale de Figueira;11D181920;0;181920
Valença do Douro;11D181917;0;181917
Salzedas;11D182005;0;182005
Carviçais;11D040905;0;040905
Castedo;11D040906;0;040906
Lousa;11D040911;0;040911
Mós;11D040913;0;040913
Torre de Moncorvo;11D040916;0;040916
União das freguesias de Felgar e Souto da Velha;11D040919;0;040919
União das freguesias de Felgueiras e Maçores;11D040920;0;040920
União das freguesias de Urros e Peredo dos Castelhanos;11D040921;0;040921
Almendra;11D091401;0;091401
Castelo Melhor;11D091402;0;091402
Chãs;11D091404;0;091404
Custóias;11D091405;0;091405
Freixo de Numão;11D091418;0;091418
Horta;11D091407;0;091407
Muxagata;11D091410;0;091410
Numão;11D091411;0;091411
Santa Comba;11D091412;0;091412
Sebadelhe;11D091414;0;091414
Seixas;11D091415;0;091415
Touça;11D091416;0;091416
Vila Nova de Foz Côa;11D091419;0;091419
Guiães;11D171410;0;171410
Mateus;11D171415;0;171415
União das freguesias de Nogueira e Ermida;11D171435;0;171435
Vila Real;11D171438;0;171438
Cerejais;11E040103;0;040103
Vilarelhos;11E040119;0;040119
Coelhoso;11E040210;0;040210
Quintanilha;11E040232;0;040232
Macedo de Cavaleiros;11E040520;0;040520
Olmos;11E040523;0;040523
União das freguesias de Bornes e Burga;11E040540;0;040540
Vale de Prados;11E040534;0;040534
Bouça;11E040708;0;040708
Cabanelas;11E040709;0;040709
Caravelas;11E040710;0;040710
Cobro;11E040713;0;040713
Lamas de Orelhão;11E040718;0;040718
Múrias;11E040722;0;040722
União das freguesias de Freixeda e Vila Verde;11E040742;0;040742
Vale de Gouvinhas;11E040732;0;040732
Vale de Salgueiro;11E040733;0;040733
Vale de Telhas;11E040734;0;040734
Azinhoso;11E040801;0;040801
Bruçó;11E040803;0;040803
Penas Roias;11E040812;0;040812
Vale da Madre;11E040822;0;040822
Vila de Ala;11E040826;0;040826
Roios;11E041009;0;041009
Sampaio;11E041011;0;041011
Santa Comba de Vilariça;11E041012;0;041012
Trindade;11E041014;0;041014
União das freguesias de Assares e Lodões;11E041020;0;041020
União das freguesias de Candoso e Carvalho de Egas;11E041021;0;041021
Maiorga;16B100109;0;100109
União das freguesias de Ribafria e Pereiro de Palhacana;16B110121;0;110121
Cardosas;16B110203;0;110203
Vermelha;16B110409;0;110409
Foz do Arelho;16B100606;0;100606
Ribamar;16B110810;0;110810
Nazaré;16B101102;0;101102
A dos Negros;16B101201;0;101201
Amoreira;16B101202;0;101202
Usseira;16B101209;0;101209
Vau;16B101207;0;101207
Peniche;16B101407;0;101407
Freiria;16B111306;0;111306
São Bernardo;16D010510;0;010510
São Jacinto;16D010511;0;010511
Gafanha da Encarnação;16D011005;0;011005
Gafanha do Carmo;16D011007;0;011007
Cortegaça;16D011502;0;011502
Esmoriz;16D011503;0;011503
Folques;16E060109;0;060109
Sarzedo;16E060115;0;060115
Secarias;16E060116;0;060116
União das freguesias de Cepos e Teixeira;16E060119;0;060119
Buarcos;16E060520;0;060520
Alvares;16E060601;0;060601
União das freguesias de Cadafaz e Colmeal;16E060606;0;060606
Ereira;16E061014;0;061014
São Gião;16E061115;0;061115
União das freguesias de Penalva de Alva e São Sebastião da Feira;16E061125;0;061125
União das freguesias de Santa Ovaia e Vila Pouca da Beira;16E061126;0;061126
Cabril;16E061201;0;061201
Janeiro de Baixo;16E061204;0;061204
Pessegueiro;16E061207;0;061207
Portela do Fojo-Machio;16E061212;0;061212
Alfarelos;16E061501;0;061501
Moita;16F101003;0;101003
Freixiosa;16G180608;0;180608
Quintela de Azurara;16G180614;0;180614
Lapa do Lobo;16G180908;0;180908
Germil;16G181104;0;181104
Lusinde;16G181106;0;181106
Tonda;16G182122;0;182122
Orgens;16G182319;0;182319
Ranhados;16G182321;0;182321
Viseu;16G182341;0;182341
Lardosa;16H050211;0;050211
Salgueiro do Campo;16H050220;0;050220
União das freguesias de Escalos de Cima e Lousa;16H050228;0;050228
União das freguesias de Póvoa de Rio de Moinhos e Cafede;16H050231;0;050231
Aldeia de Santa Margarida;16H050502;0;050502
Medelim;16H050506;0;050506
Proença-a-Velha;16H050511;0;050511
Bemposta;16I140104;0;140104
Carvalhal;16I140119;0;140119
Fontes;16I140118;0;140118
Martinchel;16I140105;0;140105
Pego;16I140107;0;140107
Rio de Moinhos;16I140108;0;140108
Tramagal;16I140115;0;140115
União das freguesias de Aldeia do Mato e Souto;16I140121;0;140121
União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;16I140124;0;140124
Minde;16I140206;0;140206
Moitas Venda;16I140207;0;140207
Monsanto;16I140208;0;140208
Santa Margarida da Coutada;16I140803;0;140803
Nossa Senhora de Fátima;16I141002;0;141002
Alburitel;16I142101;0;142101
Santiago de Montalegre;16I141702;0;141702
Valhascos;16I141704;0;141704
Asseiceira;16I141802;0;141802
Meia Via;16I141917;0;141917
Zibreira;16I141916;0;141916
Fundada;16I051001;0;051001
São João do Peso;16I051002;0;051002
Atalaia;16I142001;0;142001
Tancos;16I142003;0;142003
Vila Nova da Barquinha;16I142006;0;142006
União das freguesias de Malpartida e Vale de Coelha;16J090235;0;090235
União das freguesias de Miuzela e Porto de Ovelha;16J090236;0;090236
Maçainhas;16J050105;0;050105
Carrapichana;16J090304;0;090304
Minhocal;16J090311;0;090311
Ratoeira;16J090314;0;090314
Vale de Azares;16J090318;0;090318
Aldeia de São Francisco de Assis;16J050302;0;050302
Erada;16J050310;0;050310
São Jorge da Beira;16J050318;0;050318
Sobral de São Miguel;16J050322;0;050322
União das freguesias de Barco e Coutada;16J050332;0;050332
União das freguesias de Peso e Vales do Rio;16J050336;0;050336
Castelo Rodrigo;16J090403;0;090403
Figueira de Castelo Rodrigo;16J090408;0;090408
União das freguesias do Colmeal e Vilar Torpim;16J090422;0;090422
Infias;16J090507;0;090507
Maceira;16J090509;0;090509
União das freguesias de Sobral Pichorro e Fuinhas;16J090519;0;090519
Alcaide;16J050401;0;050401
Alcongosta;16J050403;0;050403
Bogas de Cima;16J050410;0;050410
Castelejo;16J050412;0;050412
Enxames;16J050431;0;050431
Lavacolhos;16J050419;0;050419
Silvares;16J050424;0;050424
Soalheira;16J050425;0;050425
União das freguesias de Janeiro de Cima e Bogas de Baixo;16J050433;0;050433
Arcozelo;16J090602;0;090602
Cativelos;16J090603;0;090603
Nespereira;16J090612;0;090612
União das freguesias de Figueiró da Serra e Freixo da Serra;16J090624;0;090624
Vila Nova de Tazem;16J090621;0;090621
Aldeia Viçosa;16J090704;0;090704
Castanheira;16J090712;0;090712
Faia;16J090716;0;090716
Gonçalo Bocas;16J090721;0;090721
Pega;16J090729;0;090729
Porto da Carne;16J090732;0;090732
União de freguesias de Corujeira e Trinta;16J090762;0;090762
Vale de Estrela;16J090746;0;090746
Aveloso;16J090901;0;090901
Barreira;16J090902;0;090902
Coriscada;16J090905;0;090905
Prova e Casteição;16J090918;0;090918
Pala;16J091015;0;091015
Terras de Massueime;16J091030;0;091030
União das freguesias de Atalaia e Safurdão;16J091035;0;091035
Valbom/Bogalhal;16J091031;0;091031
Vale do Côa;16J091033;0;091033
Vascoveiro;16J091027;0;091027
Cerdeira;16J091113;0;091113
Quadrazais;16J091123;0;091123
Alvoco da Serra;16J091201;0;091201
Girabolhos;16J091205;0;091205
Loriga;16J091207;0;091207
Sabugueiro;16J091210;0;091210
Santa Comba;16J091213;0;091213
Sazes da Beira;16J091219;0;091219
Teixeira;16J091221;0;091221
União das freguesias de Vide e Cabeça;16J091236;0;091236
Valezim;16J091225;0;091225
Vila Cova à Coelheira;16J091228;0;091228
Aldeia Nova;16J091301;0;091301
Castanheira;16J091303;0;091303
Cótimos;16J091305;0;091305
Granja;16J091309;0;091309
Moimentinha;16J091311;0;091311
Palhais;16J091313;0;091313
Póvoa do Concelho;16J091314;0;091314
Reboleiro;16J091315;0;091315
União das freguesias de Vila Franca das Naves e Feital;16J091334;0;091334
União das freguesias de Vilares e Carnicães;16J091335;0;091335
Samouco;170150202;0;150202
São Francisco;170150203;0;150203
União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;170150312;0;150312
União das freguesias de Caparica e Trafaria;170150313;0;150313
União das freguesias de Charneca de Caparica e Sobreda;170150314;0;150314
União das freguesias de Laranjeiro e Feijó;170150315;0;150315
Amadora;1701115;0;701115
Águas Livres;170111513;0;111513
Encosta do Sol;170111514;0;111514
Falagueira-Venda Nova;170111515;0;111515
Mina de Água;170111516;0;111516
Venteira;170111517;0;111517
Barreiro;1701504;0;701504
Santo António da Charneca;170150407;0;150407
União das freguesias de Alto do Seixalinho, Santo André e Verderena;170150409;0;150409
União das freguesias de Barreiro e Lavradio;170150410;0;150410
União das freguesias de Palhais e Coina;170150411;0;150411
Alcabideche;170110501;0;110501
São Domingos de Rana;170110506;0;110506
União das freguesias de Cascais e Estoril;170110508;0;110508
Ajuda;170110601;0;110601
Alcântara;170110602;0;110602
Belém;170110658;0;110658
Benfica;170110608;0;110608
Campo de Ourique;170110659;0;110659
Lumiar;170110618;0;110618
Marvila;170110621;0;110621
Santa Maria Maior;170110665;0;110665
Lousa;170110708;0;110708
União das freguesias de Camarate, Unhos e Apelação;170110731;0;110731
União das freguesias de Moscavide e Portela;170110726;0;110726
União das freguesias de Sacavém e Prior Velho;170110727;0;110727
União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;170110728;0;110728
União das freguesias de Santo António dos Cavaleiros e Frielas;170110730;0;110730
União das freguesias de Malveira e São Miguel de Alcainça;170110921;0;110921
União das freguesias de Baixa da Banheira e Vale da Amoreira;170150607;0;150607
Odivelas;1701116;0;701116
Odivelas;170111603;0;111603
União das freguesias de Pontinha e Famões;170111608;0;111608
União das freguesias de Póvoa de Santo Adrião e Olival Basto;170111609;0;111609
União das freguesias de Ramada e Caneças;170111610;0;111610
Oeiras;1701110;0;701110
Barcarena;170111002;0;111002
Porto Salvo;170111009;0;111009
União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;170111012;0;111012
União das freguesias de Carnaxide e Queijas;170111013;0;111013
União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;170111014;0;111014
Amora;170151002;0;151002
Corroios;170151005;0;151005
Quinta do Conde;170151103;0;151103
Sesimbra (Santiago);170151102;0;151102
Sado;170151208;0;151208
Setúbal (São Sebastião);170151205;0;151205
União das freguesias de Azeitão (São Lourenço e São Simão);170151209;0;151209
União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);170151210;0;151210
Casal de Cambra;170111115;0;111115
Colares;170111105;0;111105
União das freguesias de Agualva e Mira-Sintra;170111122;0;111122
União das freguesias de Massamá e Monte Abraão;170111125;0;111125
União das freguesias do Cacém e São Marcos;170111124;0;111124
União das freguesias de Castanheira do Ribatejo e Cachoeiras;170111414;0;111414
União das freguesias de Póvoa de Santa Iria e Forte da Casa;170111415;0;111415
Vila Franca de Xira;170111409;0;111409
São Martinho;181150105;0;150105
Carvalhal;181150505;0;150505
Vila Nova da Baronia;184020302;0;020302
Beringel;184020503;0;020503
Cabeça Gorda;184020504;0;020504
Nossa Senhora das Neves;184020506;0;020506
Santa Clara de Louredo;184020510;0;020510
União das freguesias de Santa Vitória e Mombeja;184020523;0;020523
União das freguesias de Trigaches e São Brissos;184020524;0;020524
Vila Ruiva;184020704;0;020704
União das freguesias de Alfundão e Peroguarda;184020807;0;020807
Amareleja;184021001;0;021001
Selmes;184021402;0;021402
Vidigueira;184021403;0;021403
Vila de Frades;184021404;0;021404
Aveiras de Baixo;185110302;0;110302
Vale do Paraíso;185110306;0;110306
Vila Nova da Rainha;185110307;0;110307
Barrosa;185140504;0;140504
Valada;185140605;0;140605
Ulme;185140704;0;140704
União das freguesias da Chamusca e Pinheiro Grande;185140708;0;140708
União das freguesias de Parreira e Chouto;185140709;0;140709
Azinhaga;185141201;0;141201
Pombalinho;185141203;0;141203
Muge;185141503;0;141503
União das freguesias de Salvaterra de Magos e Foros de Salvaterra;185141508;0;141508
Abitureiras;185141601;0;141601
Abrã;185141602;0;141602
Alcanhões;185141605;0;141605
Amiais de Baixo;185141607;0;141607
Moçarria;185141613;0;141613
Pernes;185141614;0;141614
Póvoa da Isenta;185141616;0;141616
União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;185141629;0;141629
Alter do Chão;186120101;0;120101
Cunheira;186120104;0;120104
Seda;186120103;0;120103
Mosteiros;186120203;0;120203
Aldeia Velha;186120302;0;120302
Ervedal;186120305;0;120305
União das freguesias de Alcórrego e Maranhão;186120309;0;120309
Nossa Senhora da Expectação;186120401;0;120401
Aldeia da Mata;186120601;0;120601
Gáfete;186120604;0;120604
Monte da Pedra;186120605;0;120605
Cabeço de Vide;186120801;0;120801
São Saturnino;186120803;0;120803
Belver;186120902;0;120902
Margem;186120905;0;120905
União das freguesias de Gavião e Atalaia;186120906;0;120906
Beirã;186121001;0;121001
São Salvador da Aramenha;186121004;0;121004
Assumar;186121101;0;121101
Alpalhão;186121201;0;121201
Montalvão;186121205;0;121205
Santana;186121207;0;121207
União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;186121212;0;121212
Foros de Arrão;186121304;0;121304
Longomel;186121305;0;121305
União das freguesias da Sé e São Lourenço;186121411;0;121411
Cano;186121501;0;121501
Santo Amaro;186121503;0;121503
Borba (São Bartolomeu);187070304;0;070304
São Domingos de Ana Loura;187070411;0;070411
União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;187070416;0;070416
Veiros;187070413;0;070413
São Miguel de Machede;187070509;0;070509
União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);187070523;0;070523
Brotas;187070701;0;070701
Cabeção;187070702;0;070702
Santana;187070906;0;070906
União das freguesias de Amieira e Alqueva;187070909;0;070909
Landeira;187071202;0;071202
Montenegro;150080506;0;080506
Ferragudo;150080602;0;080602
Porches;150080604;0;080604
Boliqueime;150080804;0;080804
Loulé (São Clemente);150080808;0;080808
Olhão;150081003;0;081003
Pechão;150081004;0;081004
Armação de Pêra;150081303;0;081303
Barão de São Miguel;150081501;0;081501
Budens;150081502;0;081502
Monte Gordo;150081603;0;081603
Vila Real de Santo António;150081602;0;081602
